modelId,brand,model,isDSLR,year,model_median,numAucListing_median,numFixListing_median,auc_median
481,sony,DSC W210,0,2009,19.995,0.0,0.0,0.49962490622655664
482,sony,DSC W220,0,2009,18.0,0.0,2.0,0.9858333333333333
483,sony,DSC W230,0,2009,10.4,0.0,1.0,0.6245192307692307
485,sony,DSC W290,0,2009,19.0,0.0,2.0,0.5763157894736842
486,sony,DSC W310,0,2010,15.0,0.0,1.5,0.7
487,sony,DSC W320,0,2010,23.99,0.0,0.0,1.0
488,sony,DSC W330,0,2010,18.25,0.0,3.0,0.5473972602739726
489,sony,DSC W350,0,2010,19.95,0.0,2.0,0.7518796992481204
490,sony,DSC W360,0,2010,18.5,0.0,0.0,1.0
491,sony,DSC W370,0,2010,17.5,1.0,3.0,0.5465714285714286
494,sony,DSC W510,0,2011,12.25,1.0,0.0,0.8163265306122449
496,sony,DSC W530,0,2011,18.39,0.0,3.0,0.5842849374660142
498,sony,DSC W560,0,2011,16.95,0.0,2.0,0.8699115044247787
499,sony,DSC W570,0,2011,23.5,0.0,3.0,0.8723404255319149
501,sony,DSC W610,0,2012,17.99,0.0,0.0,0.5553085047248472
502,sony,DSC W620,0,2012,24.5,0.0,0.0,0.8773469387755102
504,sony,DSC W650,0,2012,18.0,0.0,0.0,0.6930555555555555
506,sony,DSC W690,0,2012,12.9,0.0,0.0,0.8527131782945736
507,sony,DSC W710,0,2013,9.6,0.0,0.0,1.0364583333333333
508,sony,DSC W730,0,2013,26.494999999999997,0.0,0.0,0.6454047933572373
509,sony,DSC W800,0,2014,35.0,0.5,4.0,0.857
510,sony,DSC W810,0,2014,27.494999999999997,0.0,0.5,0.8365157301327515
511,sony,DSC W830,0,2014,45.0,2.0,4.0,0.8888888888888888
513,sony,DSC WX5,0,2010,19.0,1.0,0.0,1.0
514,sony,DSC WX7,0,2011,35.495000000000005,0.0,0.0,0.7324975348640652
515,sony,DSC WX9,0,2011,28.0,0.0,1.0,0.7625
518,sony,DSC WX50,0,2012,19.99,0.0,0.0,0.9454727363681841
519,sony,DSC WX60,0,2013,28.495,0.0,0.0,1.0
521,sony,DSC WX80,0,2013,37.5,0.0,2.0,0.6666666666666666
522,sony,DSC WX100,0,2012,38.995000000000005,0.0,0.0,0.7436850878317732
523,sony,DSC WX150,0,2012,45.0,0.0,1.0,0.6639999999999999
526,sony,DSC WX220,0,2014,60.0,1.0,0.0,1.0
527,sony,DSC WX300,0,2013,70.0,0.0,1.0,0.7571428571428571
528,sony,DSC WX350,0,2014,77.495,1.0,1.0,0.9032840828440545
529,sony,DSC WX500,0,2015,157.75,0.0,0.5,0.8890649762282092
